CompanyName,YearMonth,MonthlyRevenue,MonthlyOrders
"Hanari Carnes",2020-11,118393.45,4
"Old World Delicatessen",2020-11,114883.38,3
"Mère Paillarde",2020-11,104878.57,3
"Paris spécialités",2020-11,97606.83,2
"France restauration",2020-11,92219.92,2
"Wartian Herkku",2020-11,90698.07,2
"La corne d'abondance",2020-11,74924.68,2
"Laughing Bacchus Wine Cellars",2020-11,70579.48,3
"Ricardo Adocicados",2020-11,69030.19,3
LILA-Supermercado,2020-11,65512.18,2
"Vins et alcools Chevalier",2020-11,64822.57,2
"Bon app'",2020-11,64716.3,2
"Die Wandernde Kuh",2020-11,64287.1,3
"Königlich Essen",2020-11,63360.05,2
"Spécialités du monde",2020-11,60565.78,2
"Hungry Owl All-Night Grocers",2020-11,59691.37,1
"Chop-suey Chinese",2020-11,59229.73,2
IT,2020-11,58988.46,1
"Bólido Comidas preparadas",2020-11,56203.06,1
"Queen Cozinha",2020-11,52970.73,4
"Island Trading",2020-11,52717.23,2
"Save-a-lot Markets",2020-11,52249.25,3
North/South,2020-11,52149.74,1
"Simons bistro",2020-11,51048.9,1
"The Cracker Box",2020-11,50807.06,4
"Que Delícia",2020-11,49425.61,1
"B's Beverages",2020-11,48932.66,2
"Morgenstern Gesundkost",2020-11,47886.02,2
"Victuailles en stock",2020-11,47308.44,1
"Reggiani Caseifici",2020-11,45022.06,1
"Princesa Isabel Vinhos",2020-11,44618.0,2
"Folk och fä HB",2020-11,43966.55,1
"Ottilies Käseladen",2020-11,43057.44,1
"Wilman Kala",2020-11,43026.68,1
"Split Rail Beer & Ale",2020-11,40331.06,1
"Gourmet Lanchonetes",2020-11,39541.51,1
"Franchi S.p.A.",2020-11,37073.46,1
"White Clover Markets",2020-11,36857.15,1
"Magazzini Alimentari Riuniti",2020-11,35403.27,2
"Ernst Handel",2020-11,34850.74,1
"Piccolo und mehr",2020-11,34539.85,1
"Lazy K Kountry Store",2020-11,34511.5,1
"La maison d'Asie",2020-11,33493.41,1
"Wellington Importadora",2020-11,29566.66,2
"Océano Atlántico Ltda.",2020-11,28932.98,1
"Tradição Hipermercados",2020-11,27433.45,2
Frankenversand,2020-11,24716.36,1
"Around the Horn",2020-11,24509.03,1
"Blondesddsl père et fils",2020-11,21345.9,2
LINO-Delicateses,2020-11,21186.66,1
"Toms Spezialitäten",2020-11,20209.59,1
"Bottom-Dollar Markets",2020-11,19559.6,1
"Du monde entier",2020-11,19181.2,2
"Trail's Head Gourmet Provisioners",2020-11,17704.39,2
"Comércio Mineiro",2020-11,17680.08,1
"Rancho grande",2020-11,17412.14,1
"Rattlesnake Canyon Grocery",2020-11,16294.9,1
"Suprêmes délices",2020-11,11171.1,1
"Santé Gourmet",2020-11,9353.6,2
"Romero y tomillo",2020-11,9168.07,1
"Furia Bacalhau e Frutos do Mar",2020-11,2649.5,1
"Berglunds snabbköp",2020-11,648.5,2
"Morgenstern Gesundkost",2020-12,148284.2,4
"Old World Delicatessen",2020-12,119248.23,4
"Pericles Comidas clásicas",2020-12,114826.65,4
"Folk och fä HB",2020-12,104721.48,3
"Furia Bacalhau e Frutos do Mar",2020-12,86880.63,3
"Franchi S.p.A.",2020-12,86113.7,3
"Seven Seas Imports",2020-12,84196.65,2
"Magazzini Alimentari Riuniti",2020-12,83081.9,3
"Spécialités du monde",2020-12,79942.36,2
Frankenversand,2020-12,79429.41,2
"The Cracker Box",2020-12,76189.04,2
"Simons bistro",2020-12,74071.31,3
"FISSA Fabrica Inter. Salchichas S.A.",2020-12,72962.62,3
"Königlich Essen",2020-12,71717.06,2
"Du monde entier",2020-12,68090.54,2
"B's Beverages",2020-12,66601.04,2
"Rancho grande",2020-12,65898.53,2
"Galería del gastrónomo",2020-12,63359.62,2
"Split Rail Beer & Ale",2020-12,61333.36,3
"Chop-suey Chinese",2020-12,57678.92,2
"Rattlesnake Canyon Grocery",2020-12,54587.27,2
"Drachenblut Delikatessen",2020-12,54562.44,2
"Que Delícia",2020-12,50907.11,4
"France restauration",2020-12,50579.63,1
"Eastern Connection",2020-12,50372.16,1
"Wartian Herkku",2020-12,49584.51,2
"Bon app'",2020-12,47950.38,1
"Santé Gourmet",2020-12,47749.51,1
"Toms Spezialitäten",2020-12,47040.54,2
IT,2020-12,46156.55,1
Vaffeljernet,2020-12,46040.97,1
"Ana Trujillo Emparedados y helados",2020-12,45447.35,2
"Océano Atlántico Ltda.",2020-12,43541.03,1
QUICK-Stop,2020-12,43420.1,1
"Lehmanns Marktstand",2020-12,43374.01,3
"Ernst Handel",2020-12,42296.24,1
"Richter Supermarkt",2020-12,42266.52,1
"La maison d'Asie",2020-12,42225.14,1
"White Clover Markets",2020-12,40269.97,2
"Bólido Comidas preparadas",2020-12,37511.26,2
"Piccolo und mehr",2020-12,37090.84,2
LINO-Delicateses,2020-12,36785.27,1
"Hanari Carnes",2020-12,35514.05,1
"Island Trading",2020-12,33630.25,2
"Berglunds snabbköp",2020-12,32622.06,3
"Princesa Isabel Vinhos",2020-12,29936.27,2
"Romero y tomillo",2020-12,27832.87,2
"Around the Horn",2020-12,27273.1,1
"Queen Cozinha",2020-12,24875.62,1
"Paris spécialités",2020-12,23119.08,1
"Wilman Kala",2020-12,23107.4,1
"Hungry Owl All-Night Grocers",2020-12,23016.09,1
"Let's Stop N Shop",2020-12,16527.83,2
"Antonio Moreno Taquería",2020-12,15873.68,1
"Familia Arquibaldo",2020-12,15455.37,1
HILARION-Abastos,2020-12,12936.07,1
"Wolski  Zajazd",2020-12,10641.5,1
"Godos Cocina Típica",2020-12,8942.25,1
"Laughing Bacchus Wine Cellars",2020-12,7569.9,1
"Maison Dewey",2020-12,6813.13,1
"Tortuga Restaurante",2020-12,5696.7,1
"Alfreds Futterkiste",2020-12,3362.5,1
"Centro comercial Moctezuma",2020-12,1363.2,1
"Folies gourmandes",2020-12,1216.0,1
"Comércio Mineiro",2020-12,1126.0,1
"Consolidated Holdings",2020-12,1040.5,1
LILA-Supermercado,2021-01,173129.93,4
"Island Trading",2021-01,103750.49,3
"Romero y tomillo",2021-01,96214.28,2
"Great Lakes Food Market",2021-01,93817.93,2
"Piccolo und mehr",2021-01,93543.67,2
"Bólido Comidas preparadas",2021-01,91113.61,2
"Princesa Isabel Vinhos",2021-01,90449.51,2
"The Big Cheese",2021-01,86484.67,2
"Consolidated Holdings",2021-01,79486.53,2
"Hungry Coyote Import Store",2021-01,78977.93,2
"Furia Bacalhau e Frutos do Mar",2021-01,78000.25,3
"FISSA Fabrica Inter. Salchichas S.A.",2021-01,77828.98,2
North/South,2021-01,76977.86,2
Vaffeljernet,2021-01,76338.34,2
"Trail's Head Gourmet Provisioners",2021-01,75592.56,2
"Paris spécialités",2021-01,75352.43,2
"Maison Dewey",2021-01,73824.54,3
"Hanari Carnes",2021-01,70905.52,2
"Cactus Comidas para llevar",2021-01,70869.73,2
"Franchi S.p.A.",2021-01,70184.56,2
"Die Wandernde Kuh",2021-01,68952.74,2
"Tradição Hipermercados",2021-01,68058.28,2
"France restauration",2021-01,65196.44,2
"La maison d'Asie",2021-01,64801.04,2
"Suprêmes délices",2021-01,59888.07,1
"Seven Seas Imports",2021-01,59444.86,2
"Folk och fä HB",2021-01,59331.19,2
"Alfreds Futterkiste",2021-01,59193.82,2
"White Clover Markets",2021-01,53667.83,1
"Berglunds snabbköp",2021-01,51749.2,1
"Antonio Moreno Taquería",2021-01,50988.15,2
"Ricardo Adocicados",2021-01,50958.84,2
"Laughing Bacchus Wine Cellars",2021-01,49269.71,1
"Wartian Herkku",2021-01,48662.0,1
"La corne d'abondance",2021-01,46833.21,2
"Lehmanns Marktstand",2021-01,45676.1,1
"Chop-suey Chinese",2021-01,45045.37,1
HILARION-Abastos,2021-01,44930.23,1
"Ottilies Käseladen",2021-01,44796.73,1
"Wolski  Zajazd",2021-01,44758.7,2
"Lonesome Pine Restaurant",2021-01,42490.77,2
"Queen Cozinha",2021-01,41549.76,1
"Folies gourmandes",2021-01,36522.32,2
"Split Rail Beer & Ale",2021-01,36427.24,2
"Victuailles en stock",2021-01,36193.66,1
GROSELLA-Restaurante,2021-01,36154.04,2
"Du monde entier",2021-01,34377.27,1
"Vins et alcools Chevalier",2021-01,33791.07,1
"Richter Supermarkt",2021-01,33237.4,1
"Bon app'",2021-01,32655.3,2
"Galería del gastrónomo",2021-01,30966.2,2
"Océano Atlántico Ltda.",2021-01,29363.47,2
"Wilman Kala",2021-01,27378.4,1
"Bottom-Dollar Markets",2021-01,24704.43,2
"Mère Paillarde",2021-01,24407.47,1
"Lazy K Kountry Store",2021-01,24341.03,1
"Magazzini Alimentari Riuniti",2021-01,23876.9,1
"Blauer See Delikatessen",2021-01,21455.05,1
"Familia Arquibaldo",2021-01,17926.2,1
"Save-a-lot Markets",2021-01,17349.98,2
"Eastern Connection",2021-01,15873.07,1
"Rattlesnake Canyon Grocery",2021-01,14707.7,1
QUICK-Stop,2021-01,11085.95,1
"Reggiani Caseifici",2021-01,4528.0,1
LINO-Delicateses,2021-01,4471.2,1
"Tortuga Restaurante",2021-01,2336.35,1
"Hungry Owl All-Night Grocers",2021-01,1060.0,1
IT,2021-01,588.0,1
"Cactus Comidas para llevar",2021-02,126803.52,4
"Chop-suey Chinese",2021-02,124562.89,3
"Gourmet Lanchonetes",2021-02,109598.29,3
"Wellington Importadora",2021-02,103854.62,2
"Spécialités du monde",2021-02,100844.96,3
"Tradição Hipermercados",2021-02,94388.65,3
"Island Trading",2021-02,94283.02,2
"Franchi S.p.A.",2021-02,88348.3,2
HILARION-Abastos,2021-02,83871.96,3
"Blauer See Delikatessen",2021-02,78885.24,3
"Königlich Essen",2021-02,70823.1,2
"Victuailles en stock",2021-02,69885.4,2
LILA-Supermercado,2021-02,65608.51,2
"Santé Gourmet",2021-02,62843.01,2
"Hungry Coyote Import Store",2021-02,62105.73,1
"Magazzini Alimentari Riuniti",2021-02,60989.87,2
"Folk och fä HB",2021-02,59745.67,1
"Rattlesnake Canyon Grocery",2021-02,59298.98,2
"Alfreds Futterkiste",2021-02,58922.05,2
"Lazy K Kountry Store",2021-02,57447.07,2
"Morgenstern Gesundkost",2021-02,56230.71,2
"Richter Supermarkt",2021-02,55167.23,1
"Reggiani Caseifici",2021-02,52823.72,1
GROSELLA-Restaurante,2021-02,51477.15,3
"Furia Bacalhau e Frutos do Mar",2021-02,51220.67,2
"Hanari Carnes",2021-02,50513.34,1
"Great Lakes Food Market",2021-02,50299.52,1
"Ricardo Adocicados",2021-02,49172.41,2
"Bon app'",2021-02,48423.13,1
"Eastern Connection",2021-02,48284.16,1
"Blondesddsl père et fils",2021-02,46634.28,1
"Save-a-lot Markets",2021-02,44898.17,1
"Seven Seas Imports",2021-02,43998.92,1
"Simons bistro",2021-02,43544.95,1
"Let's Stop N Shop",2021-02,42494.05,1
"Wilman Kala",2021-02,42033.09,2
"Berglunds snabbköp",2021-02,38427.48,1
"Maison Dewey",2021-02,34793.85,3
"Du monde entier",2021-02,34087.65,1
"Die Wandernde Kuh",2021-02,33776.82,2
"The Cracker Box",2021-02,33695.82,2
"Centro comercial Moctezuma",2021-02,33488.69,1
Vaffeljernet,2021-02,33321.34,1
"Paris spécialités",2021-02,32397.35,3
IT,2021-02,32020.02,3
"B's Beverages",2021-02,30598.51,2
"White Clover Markets",2021-02,30141.35,1
"Toms Spezialitäten",2021-02,28036.96,1
"Suprêmes délices",2021-02,25106.14,1
"Que Delícia",2021-02,17802.21,1
"Ana Trujillo Emparedados y helados",2021-02,17412.82,2
"FISSA Fabrica Inter. Salchichas S.A.",2021-02,16012.85,1
"Bólido Comidas preparadas",2021-02,14629.1,1
"Hungry Owl All-Night Grocers",2021-02,14619.45,1
"Océano Atlántico Ltda.",2021-02,10672.6,1
"Vins et alcools Chevalier",2021-02,8894.85,1
"Split Rail Beer & Ale",2021-02,8410.0,1
"Consolidated Holdings",2021-02,8026.7,1
"Wolski  Zajazd",2021-02,3076.8,1
"Laughing Bacchus Wine Cellars",2021-02,2368.8,1
North/South,2021-02,861.0,1
"Lehmanns Marktstand",2021-02,442.0,1
"Ernst Handel",2021-02,72.0,1
"Wartian Herkku",2021-03,165998.22,4
"Blondesddsl père et fils",2021-03,151730.66,4
"B's Beverages",2021-03,138240.77,4
"Spécialités du monde",2021-03,122520.18,3
"Furia Bacalhau e Frutos do Mar",2021-03,115577.16,3
Frankenversand,2021-03,108348.91,3
"Hungry Coyote Import Store",2021-03,107990.06,4
"Tortuga Restaurante",2021-03,106734.93,2
"Rattlesnake Canyon Grocery",2021-03,105526.74,3
"Save-a-lot Markets",2021-03,97835.08,4
"Berglunds snabbköp",2021-03,91804.89,3
"Du monde entier",2021-03,89974.48,3
"Ottilies Käseladen",2021-03,87714.8,2
"Drachenblut Delikatessen",2021-03,85032.32,3
"Simons bistro",2021-03,82015.84,2
"Hungry Owl All-Night Grocers",2021-03,70198.47,3
"The Cracker Box",2021-03,69059.8,3
"Que Delícia",2021-03,67583.57,2
"Eastern Connection",2021-03,61893.91,2
"Centro comercial Moctezuma",2021-03,60502.83,2
"Antonio Moreno Taquería",2021-03,58804.62,2
"France restauration",2021-03,58045.42,1
"Great Lakes Food Market",2021-03,55916.9,2
"Pericles Comidas clásicas",2021-03,54420.25,1
"Rancho grande",2021-03,52736.75,1
LILA-Supermercado,2021-03,52418.89,3
"Godos Cocina Típica",2021-03,50949.5,2
Vaffeljernet,2021-03,50294.15,1
"Wilman Kala",2021-03,49626.9,2
"La corne d'abondance",2021-03,48950.63,2
"Piccolo und mehr",2021-03,47199.26,2
"Let's Stop N Shop",2021-03,45728.73,3
"Tradição Hipermercados",2021-03,44280.05,2
"Split Rail Beer & Ale",2021-03,44215.22,2
"Old World Delicatessen",2021-03,43701.64,3
"Mère Paillarde",2021-03,43371.03,2
"Wolski  Zajazd",2021-03,36300.63,1
"Suprêmes délices",2021-03,34860.36,1
"Lazy K Kountry Store",2021-03,33312.43,1
"Romero y tomillo",2021-03,32417.84,1
"Ana Trujillo Emparedados y helados",2021-03,31981.4,2
"Richter Supermarkt",2021-03,31942.5,2
"Ricardo Adocicados",2021-03,31161.1,2
"Trail's Head Gourmet Provisioners",2021-03,29101.46,1
"Cactus Comidas para llevar",2021-03,27718.55,2
"Morgenstern Gesundkost",2021-03,25172.6,1
"Reggiani Caseifici",2021-03,24412.42,2
"Lonesome Pine Restaurant",2021-03,23803.17,2
"Bólido Comidas preparadas",2021-03,23775.78,1
North/South,2021-03,23597.58,1
"The Big Cheese",2021-03,23533.08,1
"La maison d'Asie",2021-03,21535.04,2
"Océano Atlántico Ltda.",2021-03,21125.59,1
"Blauer See Delikatessen",2021-03,18189.7,2
"Comércio Mineiro",2021-03,18106.53,1
"Santé Gourmet",2021-03,17538.83,2
GROSELLA-Restaurante,2021-03,17154.58,1
"White Clover Markets",2021-03,14452.91,1
"Gourmet Lanchonetes",2021-03,14329.83,2
"Laughing Bacchus Wine Cellars",2021-03,13311.35,1
"Magazzini Alimentari Riuniti",2021-03,13062.76,1
"Franchi S.p.A.",2021-03,12013.64,1
"Bon app'",2021-03,8954.61,1
"Maison Dewey",2021-03,8304.2,1
"Toms Spezialitäten",2021-03,5791.45,1
"Die Wandernde Kuh",2021-03,5375.8,1
"Folies gourmandes",2021-03,2425.6,1
"Alfreds Futterkiste",2021-03,1617.1,1
IT,2021-03,1140.5,1
"Laughing Bacchus Wine Cellars",2021-04,187241.67,5
"The Big Cheese",2021-04,178281.05,5
"Simons bistro",2021-04,154195.27,3
"Rancho grande",2021-04,119098.58,3
"Toms Spezialitäten",2021-04,112133.04,4
IT,2021-04,111699.71,3
"Centro comercial Moctezuma",2021-04,111442.25,4
"Bon app'",2021-04,107299.97,2
"Tortuga Restaurante",2021-04,84375.82,4
"Antonio Moreno Taquería",2021-04,77336.38,2
"La maison d'Asie",2021-04,67707.56,2
"Hungry Coyote Import Store",2021-04,66853.05,2
"FISSA Fabrica Inter. Salchichas S.A.",2021-04,64062.09,2
QUICK-Stop,2021-04,63222.16,2
"Familia Arquibaldo",2021-04,61461.92,2
"Island Trading",2021-04,61192.94,2
"Wolski  Zajazd",2021-04,58118.52,1
"France restauration",2021-04,57335.84,1
"Cactus Comidas para llevar",2021-04,57211.39,2
"Piccolo und mehr",2021-04,57126.65,2
"Seven Seas Imports",2021-04,56626.87,1
"Trail's Head Gourmet Provisioners",2021-04,54729.3,2
"Let's Stop N Shop",2021-04,53244.34,1
"Königlich Essen",2021-04,51682.23,1
GROSELLA-Restaurante,2021-04,51478.28,3
"The Cracker Box",2021-04,51162.73,2
"Comércio Mineiro",2021-04,49977.91,1
"Die Wandernde Kuh",2021-04,48998.88,1
"Hungry Owl All-Night Grocers",2021-04,48131.47,3
"Folk och fä HB",2021-04,47934.48,2
"B's Beverages",2021-04,46552.91,1
"Princesa Isabel Vinhos",2021-04,46328.4,2
"Bottom-Dollar Markets",2021-04,45775.64,1
"Gourmet Lanchonetes",2021-04,45669.43,3
"Wellington Importadora",2021-04,43849.13,1
"Maison Dewey",2021-04,42371.65,2
"Split Rail Beer & Ale",2021-04,40674.98,1
"Godos Cocina Típica",2021-04,40355.55,1
"Franchi S.p.A.",2021-04,40271.36,2
"Galería del gastrónomo",2021-04,37728.62,2
"Du monde entier",2021-04,37061.07,2
"Romero y tomillo",2021-04,35612.82,1
"Santé Gourmet",2021-04,34531.95,1
"Pericles Comidas clásicas",2021-04,34470.12,2
Frankenversand,2021-04,32984.03,1
"Reggiani Caseifici",2021-04,31496.59,1
"Eastern Connection",2021-04,27603.67,1
"Save-a-lot Markets",2021-04,27073.41,1
"Océano Atlántico Ltda.",2021-04,24398.0,1
"Ottilies Käseladen",2021-04,21348.15,1
"Victuailles en stock",2021-04,19008.18,1
"Rattlesnake Canyon Grocery",2021-04,16794.54,1
North/South,2021-04,16507.1,1
"Magazzini Alimentari Riuniti",2021-04,15596.5,1
LILA-Supermercado,2021-04,13906.95,1
"Bólido Comidas preparadas",2021-04,13306.6,1
"Folies gourmandes",2021-04,10394.5,1
"Mère Paillarde",2021-04,9127.96,1
HILARION-Abastos,2021-04,8716.07,1
"Ricardo Adocicados",2021-04,8626.15,1
"Drachenblut Delikatessen",2021-04,7318.65,1
"Chop-suey Chinese",2021-04,4911.6,1
Vaffeljernet,2021-04,2306.9,1
"Lonesome Pine Restaurant",2021-04,1751.48,1
"Suprêmes délices",2021-05,155729.46,4
"Wartian Herkku",2021-05,109078.71,2
"Santé Gourmet",2021-05,108676.01,3
"Godos Cocina Típica",2021-05,105737.7,3
"La corne d'abondance",2021-05,96799.65,2
"Bon app'",2021-05,94057.73,2
"Hungry Owl All-Night Grocers",2021-05,91126.31,3
"Let's Stop N Shop",2021-05,89549.79,2
"Pericles Comidas clásicas",2021-05,88232.98,2
"Que Delícia",2021-05,84836.67,4
"Bottom-Dollar Markets",2021-05,83743.04,2
"Morgenstern Gesundkost",2021-05,75060.88,3
"Old World Delicatessen",2021-05,73819.9,2
"Mère Paillarde",2021-05,72813.81,3
"Comércio Mineiro",2021-05,70936.01,2
"Chop-suey Chinese",2021-05,69260.15,4
"Ottilies Käseladen",2021-05,66166.18,4
"Folies gourmandes",2021-05,63550.73,2
"Save-a-lot Markets",2021-05,63029.66,1
IT,2021-05,62746.86,3
"Piccolo und mehr",2021-05,62385.68,2
"Queen Cozinha",2021-05,62137.29,2
"Tradição Hipermercados",2021-05,60829.51,1
"FISSA Fabrica Inter. Salchichas S.A.",2021-05,53513.35,2
"Lazy K Kountry Store",2021-05,53477.8,1
"Tortuga Restaurante",2021-05,50424.92,1
"Vins et alcools Chevalier",2021-05,49958.88,2
"Bólido Comidas preparadas",2021-05,49443.09,2
"Reggiani Caseifici",2021-05,49436.53,1
"Wilman Kala",2021-05,48277.08,3
"Trail's Head Gourmet Provisioners",2021-05,46875.65,3
"Die Wandernde Kuh",2021-05,46069.95,2
"Maison Dewey",2021-05,45987.04,3
LINO-Delicateses,2021-05,45376.62,1
"B's Beverages",2021-05,45030.91,1
"Simons bistro",2021-05,44436.36,2
"Galería del gastrónomo",2021-05,43938.41,1
"Du monde entier",2021-05,41968.57,1
"La maison d'Asie",2021-05,41586.2,2
"Blondesddsl père et fils",2021-05,41495.06,1
North/South,2021-05,40259.91,1
"Franchi S.p.A.",2021-05,39877.1,2
"Laughing Bacchus Wine Cellars",2021-05,35558.44,2
"Magazzini Alimentari Riuniti",2021-05,35363.07,1
"Familia Arquibaldo",2021-05,35294.4,2
"Eastern Connection",2021-05,34246.9,1
Frankenversand,2021-05,33378.31,1
"Rattlesnake Canyon Grocery",2021-05,32752.47,1
"Great Lakes Food Market",2021-05,31958.66,1
QUICK-Stop,2021-05,29994.07,1
"Centro comercial Moctezuma",2021-05,28525.11,2
"Around the Horn",2021-05,28093.77,2
"Ricardo Adocicados",2021-05,28088.36,1
"Gourmet Lanchonetes",2021-05,22626.25,1
"The Big Cheese",2021-05,20705.8,1
"The Cracker Box",2021-05,19361.4,1
"Seven Seas Imports",2021-05,18707.96,1
"Split Rail Beer & Ale",2021-05,18480.59,2
"Ana Trujillo Emparedados y helados",2021-05,17957.87,1
"Hungry Coyote Import Store",2021-05,17203.26,1
"Rancho grande",2021-05,12207.75,1
"Blauer See Delikatessen",2021-05,9783.66,1
"Antonio Moreno Taquería",2021-05,9027.8,1
"Wellington Importadora",2021-05,5220.15,1
"Consolidated Holdings",2021-05,4286.7,1
"Ernst Handel",2021-05,3299.82,1
"Chop-suey Chinese",2021-06,168185.17,4
"Princesa Isabel Vinhos",2021-06,140608.73,3
"The Big Cheese",2021-06,122437.49,3
"Queen Cozinha",2021-06,110521.51,4
"Victuailles en stock",2021-06,105953.68,4
"Folk och fä HB",2021-06,103609.64,3
"Lazy K Kountry Store",2021-06,102430.19,2
LINO-Delicateses,2021-06,100687.43,2
"Bon app'",2021-06,94957.75,2
"Ana Trujillo Emparedados y helados",2021-06,89967.72,3
"Reggiani Caseifici",2021-06,84355.96,2
"Wartian Herkku",2021-06,80325.56,2
Frankenversand,2021-06,79122.69,4
"Hungry Coyote Import Store",2021-06,74833.51,3
"Blauer See Delikatessen",2021-06,73868.07,2
GROSELLA-Restaurante,2021-06,70414.84,2
"Franchi S.p.A.",2021-06,64561.36,3
"Berglunds snabbköp",2021-06,63772.53,2
"Blondesddsl père et fils",2021-06,63590.22,3
"Ernst Handel",2021-06,62149.29,3
"Wolski  Zajazd",2021-06,61675.91,2
"Let's Stop N Shop",2021-06,61401.62,2
"Gourmet Lanchonetes",2021-06,58619.6,2
QUICK-Stop,2021-06,57432.05,2
"Antonio Moreno Taquería",2021-06,53153.43,2
"Rattlesnake Canyon Grocery",2021-06,51820.62,2
"Island Trading",2021-06,50068.33,2
"La maison d'Asie",2021-06,49592.51,1
"Old World Delicatessen",2021-06,49425.17,2
"Drachenblut Delikatessen",2021-06,48583.62,1
"Ricardo Adocicados",2021-06,48052.95,1
"Richter Supermarkt",2021-06,47927.24,1
LILA-Supermercado,2021-06,47241.06,1
"Around the Horn",2021-06,46159.16,1
"Great Lakes Food Market",2021-06,45993.98,1
"Lonesome Pine Restaurant",2021-06,44917.14,1
"FISSA Fabrica Inter. Salchichas S.A.",2021-06,44158.26,1
"Tortuga Restaurante",2021-06,43760.0,3
"Comércio Mineiro",2021-06,43592.48,2
"Folies gourmandes",2021-06,42908.89,1
"Mère Paillarde",2021-06,41011.89,2
"Hungry Owl All-Night Grocers",2021-06,40967.66,2
"White Clover Markets",2021-06,40945.76,1
"Du monde entier",2021-06,40920.07,2
"France restauration",2021-06,39804.15,2
"Wilman Kala",2021-06,38613.12,1
"Tradição Hipermercados",2021-06,33506.61,2
"Simons bistro",2021-06,29283.95,1
"The Cracker Box",2021-06,27757.93,1
"Océano Atlántico Ltda.",2021-06,27061.41,2
"Königlich Essen",2021-06,27054.8,1
"Cactus Comidas para llevar",2021-06,24452.01,1
"Suprêmes délices",2021-06,23136.89,1
"Hanari Carnes",2021-06,21509.89,1
"Maison Dewey",2021-06,20285.45,1
"B's Beverages",2021-06,19955.3,1
"Piccolo und mehr",2021-06,19743.11,1
"Morgenstern Gesundkost",2021-06,19737.05,1
"Alfreds Futterkiste",2021-06,18974.57,2
"Spécialités du monde",2021-06,17543.15,1
"Bólido Comidas preparadas",2021-06,17279.65,1
"Vins et alcools Chevalier",2021-06,12285.93,1
"Eastern Connection",2021-06,11042.97,1
"Familia Arquibaldo",2021-06,10851.85,1
"Que Delícia",2021-06,9519.2,1
"Consolidated Holdings",2021-06,7161.4,1
"Split Rail Beer & Ale",2021-06,6037.15,1
"Santé Gourmet",2021-06,5392.4,1
"Paris spécialités",2021-06,4048.0,1
"Godos Cocina Típica",2021-06,1992.4,1
"Godos Cocina Típica",2021-07,155684.4,4
"Cactus Comidas para llevar",2021-07,141402.72,4
"FISSA Fabrica Inter. Salchichas S.A.",2021-07,141071.69,4
"Hungry Coyote Import Store",2021-07,133547.25,4
"Eastern Connection",2021-07,130515.73,4
"Lazy K Kountry Store",2021-07,124836.49,3
"Spécialités du monde",2021-07,121673.53,3
"Königlich Essen",2021-07,116181.53,3
"Familia Arquibaldo",2021-07,103364.92,2
"B's Beverages",2021-07,101112.1,3
"Vins et alcools Chevalier",2021-07,90141.54,2
"Rancho grande",2021-07,87969.4,2
"Santé Gourmet",2021-07,86399.33,4
"Chop-suey Chinese",2021-07,85480.29,3
"Lonesome Pine Restaurant",2021-07,83115.07,2
"Gourmet Lanchonetes",2021-07,79366.19,2
"Ricardo Adocicados",2021-07,76567.0,2
"Richter Supermarkt",2021-07,75169.91,2
"Wolski  Zajazd",2021-07,72786.53,3
"Tradição Hipermercados",2021-07,71233.37,2
"Simons bistro",2021-07,69373.96,2
"Bottom-Dollar Markets",2021-07,67711.51,2
"Océano Atlántico Ltda.",2021-07,67674.1,2
"Toms Spezialitäten",2021-07,64849.84,3
"Bólido Comidas preparadas",2021-07,63012.8,1
"Wilman Kala",2021-07,61067.87,2
"Bon app'",2021-07,60594.67,2
"Hungry Owl All-Night Grocers",2021-07,59115.06,2
North/South,2021-07,57606.29,2
"Princesa Isabel Vinhos",2021-07,57388.62,2
"Laughing Bacchus Wine Cellars",2021-07,55119.88,2
"Piccolo und mehr",2021-07,55024.68,3
"Berglunds snabbköp",2021-07,54741.65,1
"Antonio Moreno Taquería",2021-07,52895.84,2
"Maison Dewey",2021-07,52583.93,1
Frankenversand,2021-07,50253.55,2
"Paris spécialités",2021-07,48965.22,1
"Alfreds Futterkiste",2021-07,48227.03,2
"Blauer See Delikatessen",2021-07,47383.23,2
Vaffeljernet,2021-07,46612.69,1
"La maison d'Asie",2021-07,46453.67,3
"Du monde entier",2021-07,44289.82,1
"Rattlesnake Canyon Grocery",2021-07,43498.71,1
"Tortuga Restaurante",2021-07,40639.77,1
"Island Trading",2021-07,37172.77,1
"Die Wandernde Kuh",2021-07,36482.76,2
GROSELLA-Restaurante,2021-07,33708.45,1
"Drachenblut Delikatessen",2021-07,32790.41,1
"Lehmanns Marktstand",2021-07,32409.49,1
"Wellington Importadora",2021-07,31665.3,1
"Folies gourmandes",2021-07,31223.84,1
"Suprêmes délices",2021-07,30115.65,1
"The Big Cheese",2021-07,29573.27,2
IT,2021-07,28585.04,2
"Pericles Comidas clásicas",2021-07,28427.17,1
"Seven Seas Imports",2021-07,28404.17,1
"Folk och fä HB",2021-07,24972.79,1
LINO-Delicateses,2021-07,19025.09,1
"Save-a-lot Markets",2021-07,17517.3,1
"Ernst Handel",2021-07,16196.4,1
"Morgenstern Gesundkost",2021-07,14380.6,1
"The Cracker Box",2021-07,11958.03,1
"Consolidated Holdings",2021-07,10537.87,1
"Blondesddsl père et fils",2021-07,9142.85,1
QUICK-Stop,2021-07,8041.6,1
"Comércio Mineiro",2021-07,6329.95,1
