YearMonth,Supplier,Revenue,NumberOfSales
2017-03,"New England Seafood Cannery",46961.15,91
2017-03,"New Orleans Cajun Delights",138725.13,109
2017-03,"Nord-Ost-Fisch Handelsgesellschaft mbH",42418.08,59
2017-03,"Norske Meierier",108534.9,103
2017-03,"PB Knäckebröd AB",48037.2,88
2017-03,"Pasta Buttini s.r.l.",97393.1,83
2017-03,"Pavlova, Ltd.",311253.78,113
2017-03,"Plutzer Lebensmittelgroßmärkte AG",380508.49,120
2017-03,"Refrescos Americanas LTDA",7380.9,61
2017-03,"Specialty Biscuits, Ltd.",193587.3,116
2017-03,"Svensk Sjöföda AB",101289.0,100
2017-03,"Tokyo Traders",246164.2,104
2017-03,"Zaanse Snoepfabriek",36152.75,86
2017-04,"Aux joyeux ecclésiastiques",416516.0,63
2017-04,"Bigfoot Breweries",62258.0,86
2017-04,"Cooperativa de Quesos 'Las Cabras'",68808.0,73
2017-04,"Escargots Nouveaux",17755.0,51
2017-04,"Exotic Liquids",66853.0,85
2017-04,"Formaggi Fortini s.r.l.",106241.4,85
2017-04,"Forêts d'érables",110290.7,78
2017-04,"G'day, Mate",130524.6,88
2017-04,"Gai pâturage",118005.4,72
2017-04,"Grandma Kelly's Homestead",128050.0,88
2017-04,"Heli Süßwaren GmbH & Co. KG",122845.66,85
2017-04,"Karkki Oy",77294.75,85
2017-04,"Leka Trading",105511.3,89
2017-04,Lyngbysild,27344.3,65
2017-04,"Ma Maison",38786.35,67
2017-04,"Mayumi's",52513.95,75
2017-04,"New England Seafood Cannery",40829.1,82
2017-04,"New Orleans Cajun Delights",114952.65,94
2017-04,"Nord-Ost-Fisch Handelsgesellschaft mbH",32880.3,50
2017-04,"Norske Meierier",75243.2,82
2017-04,"PB Knäckebröd AB",45012.0,73
2017-04,"Pasta Buttini s.r.l.",74607.6,76
2017-04,"Pavlova, Ltd.",232734.3,98
2017-04,"Plutzer Lebensmittelgroßmärkte AG",319167.47,99
2017-04,"Refrescos Americanas LTDA",5942.25,58
2017-04,"Specialty Biscuits, Ltd.",155933.8,94
2017-04,"Svensk Sjöföda AB",83915.0,84
2017-04,"Tokyo Traders",165376.4,81
2017-04,"Zaanse Snoepfabriek",22797.26,69
2017-05,"Aux joyeux ecclésiastiques",541982.6,108
2017-05,"Bigfoot Breweries",87741.0,108
2017-05,"Cooperativa de Quesos 'Las Cabras'",120721.75,105
2017-05,"Escargots Nouveaux",27772.0,80
2017-05,"Exotic Liquids",89514.4,113
2017-05,"Formaggi Fortini s.r.l.",155076.57,116
2017-05,"Forêts d'érables",132784.9,107
2017-05,"G'day, Mate",187737.8,120
2017-05,"Gai pâturage",169846.0,101
2017-05,"Grandma Kelly's Homestead",188025.0,110
2017-05,"Heli Süßwaren GmbH & Co. KG",169498.5,105
2017-05,"Karkki Oy",118329.5,114
2017-05,"Leka Trading",156053.35,111
2017-05,Lyngbysild,47068.0,103
2017-05,"Ma Maison",68534.21,114
2017-05,"Mayumi's",89197.0,115
2017-05,"New England Seafood Cannery",56394.26,112
2017-05,"New Orleans Cajun Delights",165639.22,125
2017-05,"Nord-Ost-Fisch Handelsgesellschaft mbH",47559.93,77
2017-05,"Norske Meierier",108647.15,122
2017-05,"PB Knäckebröd AB",65512.5,107
2017-05,"Pasta Buttini s.r.l.",116055.25,104
2017-05,"Pavlova, Ltd.",346867.28,132
2017-05,"Plutzer Lebensmittelgroßmärkte AG",463179.59,126
2017-05,"Refrescos Americanas LTDA",8165.25,73
2017-05,"Specialty Biscuits, Ltd.",233593.8,124
2017-05,"Svensk Sjöföda AB",119961.2,115
2017-05,"Tokyo Traders",236545.0,111
2017-05,"Zaanse Snoepfabriek",46950.0,100
2017-06,"Aux joyeux ecclésiastiques",364671.0,79
2017-06,"Bigfoot Breweries",65904.0,85
2017-06,"Cooperativa de Quesos 'Las Cabras'",79051.0,80
2017-06,"Escargots Nouveaux",15979.5,48
2017-06,"Exotic Liquids",64350.0,85
2017-06,"Formaggi Fortini s.r.l.",111461.9,88
2017-06,"Forêts d'érables",116070.02,80
2017-06,"G'day, Mate",126243.2,84
2017-06,"Gai pâturage",110055.6,75
2017-06,"Grandma Kelly's Homestead",126310.0,84
2017-06,"Heli Süßwaren GmbH & Co. KG",124395.76,75
2017-06,"Karkki Oy",69519.25,84
2017-06,"Leka Trading",115843.15,82
2017-06,Lyngbysild,25898.5,72
2017-06,"Ma Maison",42529.9,74
2017-06,"Mayumi's",56739.95,79
2017-06,"New England Seafood Cannery",39763.12,76
2017-06,"New Orleans Cajun Delights",106828.23,86
2017-06,"Nord-Ost-Fisch Handelsgesellschaft mbH",33165.09,50
2017-06,"Norske Meierier",71520.5,81
2017-06,"PB Knäckebröd AB",45717.0,76
2017-06,"Pasta Buttini s.r.l.",75663.0,75
2017-06,"Pavlova, Ltd.",224777.56,91
2017-06,"Plutzer Lebensmittelgroßmärkte AG",301166.57,98
2017-06,"Refrescos Americanas LTDA",6259.05,51
2017-06,"Specialty Biscuits, Ltd.",164769.4,89
2017-06,"Svensk Sjöföda AB",81886.0,80
2017-06,"Tokyo Traders",198202.0,77
2017-06,"Zaanse Snoepfabriek",30700.0,72
2017-07,"Aux joyeux ecclésiastiques",364932.38,70
2017-07,"Bigfoot Breweries",57079.0,80
2017-07,"Cooperativa de Quesos 'Las Cabras'",72683.0,69
2017-07,"Escargots Nouveaux",17741.75,53
2017-07,"Exotic Liquids",68531.0,85
2017-07,"Formaggi Fortini s.r.l.",103577.5,76
2017-07,"Forêts d'érables",99576.9,73
2017-07,"G'day, Mate",130730.2,84
2017-07,"Gai pâturage",112661.5,72
2017-07,"Grandma Kelly's Homestead",113485.0,78
2017-07,"Heli Süßwaren GmbH & Co. KG",116354.3,79
2017-07,"Karkki Oy",73408.6,81
2017-07,"Leka Trading",105596.75,79
2017-07,Lyngbysild,27779.0,65
2017-07,"Ma Maison",40856.25,72
2017-07,"Mayumi's",55673.07,77
2017-07,"New England Seafood Cannery",38540.85,65
2017-07,"New Orleans Cajun Delights",107230.23,82
2017-07,"Nord-Ost-Fisch Handelsgesellschaft mbH",32051.82,52
2017-07,"Norske Meierier",78560.25,84
2017-07,"PB Knäckebröd AB",41034.0,72
2017-07,"Pasta Buttini s.r.l.",79449.5,78
2017-07,"Pavlova, Ltd.",234502.11,91
2017-07,"Plutzer Lebensmittelgroßmärkte AG",294055.95,93
2017-07,"Refrescos Americanas LTDA",4324.5,49
2017-07,"Specialty Biscuits, Ltd.",147019.3,91
2017-07,"Svensk Sjöföda AB",72208.25,81
2017-07,"Tokyo Traders",168814.0,80
2017-07,"Zaanse Snoepfabriek",27234.85,69
2017-08,"Aux joyeux ecclésiastiques",411338.5,77
2017-08,"Bigfoot Breweries",64312.0,87
2017-08,"Cooperativa de Quesos 'Las Cabras'",91789.8,81
2017-08,"Escargots Nouveaux",16204.75,56
2017-08,"Exotic Liquids",72216.0,82
2017-08,"Formaggi Fortini s.r.l.",126919.9,88
2017-08,"Forêts d'érables",134393.2,78
2017-08,"G'day, Mate",131657.0,82
2017-08,"Gai pâturage",142291.0,81
2017-08,"Grandma Kelly's Homestead",135675.0,89
2017-08,"Heli Süßwaren GmbH & Co. KG",136744.46,85
2017-08,"Karkki Oy",71278.69,81
2017-08,"Leka Trading",124871.75,94
2017-08,Lyngbysild,30778.3,83
2017-08,"Ma Maison",51762.6,83
2017-08,"Mayumi's",71623.55,91
2017-08,"New England Seafood Cannery",44172.65,79
2017-08,"New Orleans Cajun Delights",116484.23,94
2017-08,"Nord-Ost-Fisch Handelsgesellschaft mbH",39715.26,58
2017-08,"Norske Meierier",96118.25,90
2017-08,"PB Knäckebröd AB",40110.0,81
2017-08,"Pasta Buttini s.r.l.",89066.5,81
2017-08,"Pavlova, Ltd.",268761.0,99
2017-08,"Plutzer Lebensmittelgroßmärkte AG",306948.86,99
2017-08,"Refrescos Americanas LTDA",7045.88,63
2017-08,"Specialty Biscuits, Ltd.",170746.3,97
2017-08,"Svensk Sjöföda AB",93765.25,88
2017-08,"Tokyo Traders",223702.5,88
2017-08,"Zaanse Snoepfabriek",30531.0,80
2017-09,"Aux joyeux ecclésiastiques",295843.95,66
2017-09,"Bigfoot Breweries",58356.0,78
2017-09,"Cooperativa de Quesos 'Las Cabras'",86172.0,68
2017-09,"Escargots Nouveaux",15730.4,46
2017-09,"Exotic Liquids",58348.0,76
2017-09,"Formaggi Fortini s.r.l.",108690.4,77
2017-09,"Forêts d'érables",103545.4,71
2017-09,"G'day, Mate",109801.2,76
2017-09,"Gai pâturage",108628.5,69
2017-09,"Grandma Kelly's Homestead",109535.0,74
2017-09,"Heli Süßwaren GmbH & Co. KG",115323.15,79
2017-09,"Karkki Oy",65186.5,82
2017-09,"Leka Trading",105805.59,85
2017-09,Lyngbysild,23143.0,68
2017-09,"Ma Maison",40238.73,67
2017-09,"Mayumi's",49965.78,78
2017-09,"New England Seafood Cannery",41395.52,75
2017-09,"New Orleans Cajun Delights",101430.24,79
2017-09,"Nord-Ost-Fisch Handelsgesellschaft mbH",32945.03,52
2017-09,"Norske Meierier",71704.3,76
2017-09,"PB Knäckebröd AB",37020.0,62
2017-09,"Pasta Buttini s.r.l.",70361.6,65
2017-09,"Pavlova, Ltd.",230913.17,95
2017-09,"Plutzer Lebensmittelgroßmärkte AG",317716.26,97
2017-09,"Refrescos Americanas LTDA",4923.0,52
2017-09,"Specialty Biscuits, Ltd.",147462.6,86
2017-09,"Svensk Sjöföda AB",77866.5,81
2017-09,"Tokyo Traders",192312.9,83
2017-09,"Zaanse Snoepfabriek",27003.05,72
2017-10,"Aux joyeux ecclésiastiques",496109.5,88
2017-10,"Bigfoot Breweries",80521.9,106
2017-10,"Cooperativa de Quesos 'Las Cabras'",96705.0,90
2017-10,"Escargots Nouveaux",25168.38,74
2017-10,"Exotic Liquids",88579.0,108
2017-10,"Formaggi Fortini s.r.l.",144925.0,98
2017-10,"Forêts d'érables",159784.3,103
2017-10,"G'day, Mate",184064.88,109
2017-10,"Gai pâturage",146963.5,90
2017-10,"Grandma Kelly's Homestead",159075.0,94
2017-10,"Heli Süßwaren GmbH & Co. KG",164999.76,103
2017-10,"Karkki Oy",92477.0,99
2017-10,"Leka Trading",156728.88,105
2017-10,Lyngbysild,40096.5,88
2017-10,"Ma Maison",54249.95,89
2017-10,"Mayumi's",72408.25,98
2017-10,"New England Seafood Cannery",42816.5,94
2017-10,"New Orleans Cajun Delights",152130.34,115
2017-10,"Nord-Ost-Fisch Handelsgesellschaft mbH",38064.77,63
2017-10,"Norske Meierier",106913.5,100
2017-10,"PB Knäckebröd AB",45867.0,84
2017-10,"Pasta Buttini s.r.l.",104023.0,96
2017-10,"Pavlova, Ltd.",305529.7,119
2017-10,"Plutzer Lebensmittelgroßmärkte AG",401867.63,117
2017-10,"Refrescos Americanas LTDA",9432.0,73
2017-10,"Specialty Biscuits, Ltd.",205538.3,107
2017-10,"Svensk Sjöföda AB",104197.25,99
2017-10,"Tokyo Traders",251194.2,104
2017-10,"Zaanse Snoepfabriek",39560.5,89
2017-11,"Aux joyeux ecclésiastiques",401828.0,84
2017-11,"Bigfoot Breweries",79518.0,96
2017-11,"Cooperativa de Quesos 'Las Cabras'",98926.0,85
2017-11,"Escargots Nouveaux",20232.75,64
2017-11,"Exotic Liquids",73705.0,99
2017-11,"Formaggi Fortini s.r.l.",137185.92,96
2017-11,"Forêts d'érables",132712.9,90
2017-11,"G'day, Mate",146567.5,96
2017-11,"Gai pâturage",153616.25,88
2017-11,"Grandma Kelly's Homestead",147350.0,96
2017-11,"Heli Süßwaren GmbH & Co. KG",145208.95,98
2017-11,"Karkki Oy",98291.5,102
2017-11,"Leka Trading",138383.4,97
2017-11,Lyngbysild,35545.7,82
2017-11,"Ma Maison",53903.45,91
2017-11,"Mayumi's",73123.31,100
2017-11,"New England Seafood Cannery",42144.6,88
2017-11,"New Orleans Cajun Delights",133757.18,101
2017-11,"Nord-Ost-Fisch Handelsgesellschaft mbH",48932.1,73
2017-11,"Norske Meierier",102479.0,99
2017-11,"PB Knäckebröd AB",55011.0,83
2017-11,"Pasta Buttini s.r.l.",96202.85,85
2017-11,"Pavlova, Ltd.",272973.66,112
2017-11,"Plutzer Lebensmittelgroßmärkte AG",363046.44,103
2017-11,"Refrescos Americanas LTDA",7204.5,63
2017-11,"Specialty Biscuits, Ltd.",185118.7,102
2017-11,"Svensk Sjöföda AB",98368.0,98
2017-11,"Tokyo Traders",240074.0,101
2017-11,"Zaanse Snoepfabriek",36957.75,88
2017-12,"Aux joyeux ecclésiastiques",333621.1,79
2017-12,"Bigfoot Breweries",64090.0,89
2017-12,"Cooperativa de Quesos 'Las Cabras'",88712.25,78
2017-12,"Escargots Nouveaux",21107.25,58
2017-12,"Exotic Liquids",71262.75,96
2017-12,"Formaggi Fortini s.r.l.",126511.65,93
2017-12,"Forêts d'érables",125219.97,83
2017-12,"G'day, Mate",165742.25,95
2017-12,"Gai pâturage",141609.75,80
2017-12,"Grandma Kelly's Homestead",147326.5,91
2017-12,"Heli Süßwaren GmbH & Co. KG",141943.6,92
2017-12,"Karkki Oy",80512.75,86
2017-12,"Leka Trading",119059.75,89
2017-12,Lyngbysild,34256.18,78
2017-12,"Ma Maison",45883.47,79
2017-12,"Mayumi's",70216.75,93
2017-12,"New England Seafood Cannery",39282.17,79
2017-12,"New Orleans Cajun Delights",132189.0,98
2017-12,"Nord-Ost-Fisch Handelsgesellschaft mbH",40563.16,68
2017-12,"Norske Meierier",90289.2,89
2017-12,"PB Knäckebröd AB",48057.0,80
2017-12,"Pasta Buttini s.r.l.",86389.0,72
2017-12,"Pavlova, Ltd.",293149.8,103
2017-12,"Plutzer Lebensmittelgroßmärkte AG",328432.19,105
2017-12,"Refrescos Americanas LTDA",6714.0,58
2017-12,"Specialty Biscuits, Ltd.",177832.66,100
2017-12,"Svensk Sjöföda AB",88513.0,90
2017-12,"Tokyo Traders",201727.5,92
2017-12,"Zaanse Snoepfabriek",31758.0,84
2018-01,"Aux joyeux ecclésiastiques",568823.25,102
2018-01,"Bigfoot Breweries",79513.0,109
2018-01,"Cooperativa de Quesos 'Las Cabras'",111730.0,97
2018-01,"Escargots Nouveaux",19053.5,61
2018-01,"Exotic Liquids",90265.65,111
2018-01,"Formaggi Fortini s.r.l.",143795.45,106
2018-01,"Forêts d'érables",135834.27,94
2018-01,"G'day, Mate",173121.28,113
2018-01,"Gai pâturage",162536.5,97
2018-01,"Grandma Kelly's Homestead",170085.0,111
2018-01,"Heli Süßwaren GmbH & Co. KG",163759.97,116
2018-01,"Karkki Oy",105232.75,110
2018-01,"Leka Trading",147845.21,112
2018-01,Lyngbysild,41455.6,95
2018-01,"Ma Maison",51128.71,86
2018-01,"Mayumi's",71747.65,104
2018-01,"New England Seafood Cannery",44775.45,94
2018-01,"New Orleans Cajun Delights",151926.44,111
2018-01,"Nord-Ost-Fisch Handelsgesellschaft mbH",48828.54,70
2018-01,"Norske Meierier",100704.0,101
2018-01,"PB Knäckebröd AB",51375.0,96
2018-01,"Pasta Buttini s.r.l.",102206.75,98
2018-01,"Pavlova, Ltd.",321468.42,128
2018-01,"Plutzer Lebensmittelgroßmärkte AG",382725.3,123
2018-01,"Refrescos Americanas LTDA",8779.5,68
2018-01,"Specialty Biscuits, Ltd.",195747.92,115
2018-01,"Svensk Sjöföda AB",99869.5,102
2018-01,"Tokyo Traders",263986.0,111
2018-01,"Zaanse Snoepfabriek",42705.95,94
2018-02,"Aux joyeux ecclésiastiques",398946.9,73
2018-02,"Bigfoot Breweries",69116.0,89
2018-02,"Cooperativa de Quesos 'Las Cabras'",75437.0,71
2018-02,"Escargots Nouveaux",18685.15,57
2018-02,"Exotic Liquids",62696.25,84
2018-02,"Formaggi Fortini s.r.l.",103329.3,81
2018-02,"Forêts d'érables",107891.13,70
2018-02,"G'day, Mate",110136.7,82
2018-02,"Gai pâturage",120386.0,74
2018-02,"Grandma Kelly's Homestead",123827.5,86
2018-02,"Heli Süßwaren GmbH & Co. KG",115554.11,77
2018-02,"Karkki Oy",74402.75,83
2018-02,"Leka Trading",90855.2,75
2018-02,Lyngbysild,25534.0,69
2018-02,"Ma Maison",42810.19,71
2018-02,"Mayumi's",55341.85,77
2018-02,"New England Seafood Cannery",36484.85,66
2018-02,"New Orleans Cajun Delights",113396.77,90
2018-02,"Nord-Ost-Fisch Handelsgesellschaft mbH",39281.6,54
2018-02,"Norske Meierier",95834.5,81
2018-02,"PB Knäckebröd AB",39900.0,67
2018-02,"Pasta Buttini s.r.l.",70459.6,70
2018-02,"Pavlova, Ltd.",240851.3,93
2018-02,"Plutzer Lebensmittelgroßmärkte AG",344787.22,102
2018-02,"Refrescos Americanas LTDA",6698.25,56
2018-02,"Specialty Biscuits, Ltd.",142297.5,87
2018-02,"Svensk Sjöföda AB",74081.0,79
2018-02,"Tokyo Traders",178527.0,84
2018-02,"Zaanse Snoepfabriek",26503.3,65
2018-03,"Aux joyeux ecclésiastiques",315466.0,69
2018-03,"Bigfoot Breweries",49644.8,66
2018-03,"Cooperativa de Quesos 'Las Cabras'",79812.75,69
2018-03,"Escargots Nouveaux",15807.25,51
2018-03,"Exotic Liquids",55531.5,75
2018-03,"Formaggi Fortini s.r.l.",105646.57,77
2018-03,"Forêts d'érables",99272.79,71
2018-03,"G'day, Mate",99605.7,74
2018-03,"Gai pâturage",100929.4,66
2018-03,"Grandma Kelly's Homestead",124095.0,84
2018-03,"Heli Süßwaren GmbH & Co. KG",108313.05,74
2018-03,"Karkki Oy",64674.0,80
2018-03,"Leka Trading",94939.02,74
2018-03,Lyngbysild,28092.5,66
2018-03,"Ma Maison",33733.75,66
2018-03,"Mayumi's",49037.1,75
2018-03,"New England Seafood Cannery",31747.45,59
2018-03,"New Orleans Cajun Delights",97674.0,73
2018-03,"Nord-Ost-Fisch Handelsgesellschaft mbH",36349.56,55
2018-03,"Norske Meierier",81744.5,79
2018-03,"PB Knäckebröd AB",39012.0,65
2018-03,"Pasta Buttini s.r.l.",64399.6,65
2018-03,"Pavlova, Ltd.",227250.49,89
2018-03,"Plutzer Lebensmittelgroßmärkte AG",269093.22,94
2018-03,"Refrescos Americanas LTDA",5483.25,49
2018-03,"Specialty Biscuits, Ltd.",150965.0,81
2018-03,"Svensk Sjöföda AB",67285.75,70
2018-03,"Tokyo Traders",165866.0,71
2018-03,"Zaanse Snoepfabriek",30416.0,63
2018-04,"Aux joyeux ecclésiastiques",405787.5,69
2018-04,"Bigfoot Breweries",70522.3,82
2018-04,"Cooperativa de Quesos 'Las Cabras'",74389.6,69
2018-04,"Escargots Nouveaux",16893.75,46
2018-04,"Exotic Liquids",70285.25,82
2018-04,"Formaggi Fortini s.r.l.",117019.0,77
2018-04,"Forêts d'érables",100067.93,71
2018-04,"G'day, Mate",134821.85,87
2018-04,"Gai pâturage",142468.3,85
2018-04,"Grandma Kelly's Homestead",136170.0,83
2018-04,"Heli Süßwaren GmbH & Co. KG",122601.6,76
2018-04,"Karkki Oy",71262.25,75
2018-04,"Leka Trading",110035.75,87
2018-04,Lyngbysild,29725.5,67
2018-04,"Ma Maison",43479.3,72
2018-04,"Mayumi's",60705.0,84
2018-04,"New England Seafood Cannery",34062.54,68
2018-04,"New Orleans Cajun Delights",113060.88,80
2018-04,"Nord-Ost-Fisch Handelsgesellschaft mbH",36660.24,51
2018-04,"Norske Meierier",75383.9,81
2018-04,"PB Knäckebröd AB",42891.0,67
2018-04,"Pasta Buttini s.r.l.",69216.0,69
2018-04,"Pavlova, Ltd.",244796.5,92
2018-04,"Plutzer Lebensmittelgroßmärkte AG",312291.88,96
2018-04,"Refrescos Americanas LTDA",5868.0,59
2018-04,"Specialty Biscuits, Ltd.",157651.4,87
2018-04,"Svensk Sjöföda AB",92666.5,79
2018-04,"Tokyo Traders",167498.4,77
2018-04,"Zaanse Snoepfabriek",28863.25,69
2018-05,"Aux joyeux ecclésiastiques",385623.2,74
2018-05,"Bigfoot Breweries",72850.0,93
2018-05,"Cooperativa de Quesos 'Las Cabras'",86537.2,77
2018-05,"Escargots Nouveaux",20458.0,65
2018-05,"Exotic Liquids",70829.3,89
2018-05,"Formaggi Fortini s.r.l.",116325.4,94
2018-05,"Forêts d'érables",116953.5,74
2018-05,"G'day, Mate",147116.0,86
2018-05,"Gai pâturage",154228.92,89
2018-05,"Grandma Kelly's Homestead",150957.5,97
2018-05,"Heli Süßwaren GmbH & Co. KG",129103.51,85
2018-05,"Karkki Oy",78425.35,92
2018-05,"Leka Trading",120107.15,92
2018-05,Lyngbysild,36705.78,92
2018-05,"Ma Maison",41450.7,78
2018-05,"Mayumi's",62740.05,91
2018-05,"New England Seafood Cannery",38659.4,81
2018-05,"New Orleans Cajun Delights",118620.5,99
2018-05,"Nord-Ost-Fisch Handelsgesellschaft mbH",35417.52,58
2018-05,"Norske Meierier",92126.0,90
2018-05,"PB Knäckebröd AB",43827.0,81
2018-05,"Pasta Buttini s.r.l.",82928.0,74
2018-05,"Pavlova, Ltd.",235477.76,99
2018-05,"Plutzer Lebensmittelgroßmärkte AG",350131.8,105
2018-05,"Refrescos Americanas LTDA",6786.0,57
2018-05,"Specialty Biscuits, Ltd.",156017.06,99
2018-05,"Svensk Sjöföda AB",80376.7,85
2018-05,"Tokyo Traders",190170.0,88
2018-05,"Zaanse Snoepfabriek",28015.25,73
2018-06,"Aux joyeux ecclésiastiques",361231.5,72
2018-06,"Bigfoot Breweries",69846.0,86
2018-06,"Cooperativa de Quesos 'Las Cabras'",79451.0,75
2018-06,"Escargots Nouveaux",17384.0,55
2018-06,"Exotic Liquids",64873.0,86
2018-06,"Formaggi Fortini s.r.l.",128704.4,93
2018-06,"Forêts d'érables",118537.0,78
2018-06,"G'day, Mate",146036.2,88
2018-06,"Gai pâturage",148816.0,80
2018-06,"Grandma Kelly's Homestead",136170.0,82
2018-06,"Heli Süßwaren GmbH & Co. KG",138792.13,82
2018-06,"Karkki Oy",84758.5,88
2018-06,"Leka Trading",124131.55,86
2018-06,Lyngbysild,32841.5,80
2018-06,"Ma Maison",54821.05,86
2018-06,"Mayumi's",65566.25,80
2018-06,"New England Seafood Cannery",51573.95,82
2018-06,"New Orleans Cajun Delights",117202.6,92
2018-06,"Nord-Ost-Fisch Handelsgesellschaft mbH",44194.23,61
2018-06,"Norske Meierier",92581.0,85
2018-06,"PB Knäckebröd AB",47394.0,80
2018-06,"Pasta Buttini s.r.l.",77073.5,73
2018-06,"Pavlova, Ltd.",262126.6,91
2018-06,"Plutzer Lebensmittelgroßmärkte AG",297008.12,92
2018-06,"Refrescos Americanas LTDA",7105.5,59
2018-06,"Specialty Biscuits, Ltd.",150207.6,91
2018-06,"Svensk Sjöföda AB",92375.0,86
2018-06,"Tokyo Traders",204404.0,83
2018-06,"Zaanse Snoepfabriek",27153.5,74
2018-07,"Aux joyeux ecclésiastiques",375133.0,71
2018-07,"Bigfoot Breweries",54198.0,74
2018-07,"Cooperativa de Quesos 'Las Cabras'",75843.0,72
2018-07,"Escargots Nouveaux",16761.25,54
2018-07,"Exotic Liquids",61153.0,76
2018-07,"Formaggi Fortini s.r.l.",102252.8,76
2018-07,"Forêts d'érables",105652.3,70
2018-07,"G'day, Mate",121139.0,78
2018-07,"Gai pâturage",112281.0,66
2018-07,"Grandma Kelly's Homestead",122290.0,74
2018-07,"Heli Süßwaren GmbH & Co. KG",108413.3,79
2018-07,"Karkki Oy",79934.0,70
2018-07,"Leka Trading",106578.15,72
2018-07,Lyngbysild,28119.5,68
2018-07,"Ma Maison",41305.75,68
2018-07,"Mayumi's",53497.0,76
2018-07,"New England Seafood Cannery",42072.05,66
2018-07,"New Orleans Cajun Delights",104221.7,77
2018-07,"Nord-Ost-Fisch Handelsgesellschaft mbH",34330.14,50
2018-07,"Norske Meierier",81953.0,79
2018-07,"PB Knäckebröd AB",38616.0,67
2018-07,"Pasta Buttini s.r.l.",68730.5,59
2018-07,"Pavlova, Ltd.",235116.35,86
2018-07,"Plutzer Lebensmittelgroßmärkte AG",282150.77,84
2018-07,"Refrescos Americanas LTDA",6435.0,52
2018-07,"Specialty Biscuits, Ltd.",147434.9,85
2018-07,"Svensk Sjöföda AB",78058.0,70
2018-07,"Tokyo Traders",189442.0,81
2018-07,"Zaanse Snoepfabriek",28343.0,67
2018-08,"Aux joyeux ecclésiastiques",472489.0,78
2018-08,"Bigfoot Breweries",74420.0,94
2018-08,"Cooperativa de Quesos 'Las Cabras'",75495.0,69
2018-08,"Escargots Nouveaux",17437.0,54
2018-08,"Exotic Liquids",76655.0,91
2018-08,"Formaggi Fortini s.r.l.",112842.0,88
2018-08,"Forêts d'érables",120273.9,83
2018-08,"G'day, Mate",165465.0,85
2018-08,"Gai pâturage",134762.0,77
2018-08,"Grandma Kelly's Homestead",131995.0,85
2018-08,"Heli Süßwaren GmbH & Co. KG",126568.12,85
2018-08,"Karkki Oy",83303.0,87
2018-08,"Leka Trading",112717.5,87
2018-08,Lyngbysild,31626.5,81
2018-08,"Ma Maison",40179.1,81
2018-08,"Mayumi's",61080.5,90
2018-08,"New England Seafood Cannery",37925.95,75
2018-08,"New Orleans Cajun Delights",123684.3,98
2018-08,"Nord-Ost-Fisch Handelsgesellschaft mbH",37074.48,58
2018-08,"Norske Meierier",85155.5,94
2018-08,"PB Knäckebröd AB",44673.0,77
2018-08,"Pasta Buttini s.r.l.",75019.0,69
2018-08,"Pavlova, Ltd.",242153.6,103
2018-08,"Plutzer Lebensmittelgroßmärkte AG",285612.49,100
2018-08,"Refrescos Americanas LTDA",5845.5,55
2018-08,"Specialty Biscuits, Ltd.",176642.5,96
2018-08,"Svensk Sjöföda AB",94905.0,85
2018-08,"Tokyo Traders",207671.0,92
2018-08,"Zaanse Snoepfabriek",32465.5,77
2018-09,"Aux joyeux ecclésiastiques",499236.0,80
2018-09,"Bigfoot Breweries",71916.0,91
2018-09,"Cooperativa de Quesos 'Las Cabras'",90185.0,74
2018-09,"Escargots Nouveaux",20776.0,61
2018-09,"Exotic Liquids",74700.0,91
2018-09,"Formaggi Fortini s.r.l.",115436.8,87
2018-09,"Forêts d'érables",121520.8,76
2018-09,"G'day, Mate",157576.6,86
2018-09,"Gai pâturage",129292.0,77
2018-09,"Grandma Kelly's Homestead",148275.0,90
2018-09,"Heli Süßwaren GmbH & Co. KG",127210.2,89
2018-09,"Karkki Oy",85973.75,93
2018-09,"Leka Trading",112999.35,91
2018-09,Lyngbysild,28967.5,75
2018-09,"Ma Maison",46849.15,75
2018-09,"Mayumi's",61818.25,83
2018-09,"New England Seafood Cannery",35202.0,74
2018-09,"New Orleans Cajun Delights",122496.55,94
2018-09,"Nord-Ost-Fisch Handelsgesellschaft mbH",33553.44,62
2018-09,"Norske Meierier",90539.5,85
2018-09,"PB Knäckebröd AB",47040.0,83
2018-09,"Pasta Buttini s.r.l.",92932.0,73
2018-09,"Pavlova, Ltd.",249366.2,96
2018-09,"Plutzer Lebensmittelgroßmärkte AG",360770.46,101
2018-09,"Refrescos Americanas LTDA",7393.5,62
2018-09,"Specialty Biscuits, Ltd.",163198.9,87
2018-09,"Svensk Sjöföda AB",93285.0,95
2018-09,"Tokyo Traders",205269.0,86
2018-09,"Zaanse Snoepfabriek",31120.5,76
2018-10,"Aux joyeux ecclésiastiques",349994.5,72
2018-10,"Bigfoot Breweries",54292.0,81
2018-10,"Cooperativa de Quesos 'Las Cabras'",79313.0,69
2018-10,"Escargots Nouveaux",10348.25,40
2018-10,"Exotic Liquids",54727.0,76
2018-10,"Formaggi Fortini s.r.l.",102074.1,78
2018-10,"Forêts d'érables",91718.5,70
2018-10,"G'day, Mate",106366.4,72
2018-10,"Gai pâturage",112045.0,68
2018-10,"Grandma Kelly's Homestead",122615.0,77
